ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
273,Cynthia Evans,150,F,Chungport,Venezuela,5339928049287587,"Unit 6270 Box 5722, DPO AE 90479",2022-01-26,2022-10-15,Churned,9,Frequent Shopper,North Sarahshire,Referral,2023-04-14,Yearly,ComfortTable,Furniture,Table,-14,2021-12-29,-1,1,Something others pressure seven indicate leader clear.
274,Ashley Curry,97,F,Liborough,South Georgia and the South Sandwich Islands,2259536484579161,"53673 Erin Isle Suite 430, Mooreside, AK 37229",2023-07-09,2023-08-22,Active,7,Frequent Shopper,East Briannaborough,Referral,2023-08-25,Monthly,MegaSpeaker,Electronics,Speaker,-30,2020-09-26,-4,3,Store green course loss increase factor high.
275,Vanessa Gardner,5,M,Brittanyfort,Brazil,2296284336195630,"Unit 6130 Box 5816, DPO AP 73117",2021-10-16,2023-08-09,Active,8,Frequent Shopper,South Austin,Referral,2023-08-18,Monthly,The Art of Fiction,Books,Fiction,-91,2022-09-15,2,5,Few defense true however much every.
276,Alexander Pearson,150,M,East Thomastown,Palestinian Territory,5588715623073360,"190 Stacy Groves Apt. 676, South Kristin, TX 02169",2022-12-13,2023-08-03,Active,13,High Value,West Laurastad,Organic Search,2023-08-23,Monthly,TastySnacks,Grocery,Snacks,-41,2023-01-21,8,0,Able book look strategy such.
277,Jennifer Short,3,F,Kimshire,Bouvet Island (Bouvetoya),2274592383792380,"182 Shannon Rapids, Collierton, WA 77088",2023-07-11,2023-08-08,Active,14,High Value,Kathleenville,Referral,2023-08-18,Monthly,SofaPlus,Furniture,Sofa,263,2021-10-13,6,2,Choice sometimes those move black.
278,Carol Moore,4,M,Vaughanville,Macao,2270677148545563,"024 Cook Lakes Suite 337, East Bethany, GU 55122",2023-07-09,2023-08-08,Active,15,High Value,Kevintown,Referral,2023-08-17,Monthly,FictionTales,Books,Fiction,665,2022-03-03,-3,1,Use how big.
279,Cassandra Moore,-1,M,Loveborough,Bosnia and Herzegovina,5296457766729606,"79724 Cindy Causeway, Jennystad, KY 26060",2023-01-06,2023-07-27,Active,12,High Value,Theresaport,Paid Ads,2023-08-05,Yearly,FreshVegetables,Grocery,Vegetables,-77,2020-10-12,0,2,There still class treatment talk wife.
280,Jessica Calhoun,-3,F,New Ryanland,Mismatched Country,5587810971575818,"034 Jonathan Plains Apt. 354, Loganborough, NJ 23847",2023-08-20,2023-08-25,Active,10,Frequent Shopper,East Cynthiamouth,Organic Search,2023-08-25,Monthly,,Books,Non-fiction,-92,2021-07-29,1,4,Peace especially to.
281,Tammy Neal,-3,F,Glendamouth,Japan,2619146869939306,"3395 Nunez Summit Apt. 048, Port Ginaland, NE 38011",2021-12-25,2023-01-16,Churned,4,Occasional Shopper,Port Ryan,Paid Ads,2023-06-03,Yearly,JacketFits,Clothing,Jacket,507,2021-12-05,5,0,Information up early upon thought shake.
282,Daniel Lynn,70,M,Brightland,Svalbard & Jan Mayen Islands,2704164830353479,"91854 Michelle Radial, Collinshaven, IA 11966",2022-09-06,2023-05-03,Churned,9,Frequent Shopper,East Crystal,Paid Ads,2023-06-17,Yearly,TastySnacks,Grocery,Snacks,-57,2021-05-17,6,0,Middle voice allow fish daughter also sell.
283,Virginia Davis,64,M,Marissaland,Bhutan,2239306947961314,"807 Amanda Cove, Port Jeremiahview, SD 69008",2022-09-10,2023-02-05,Churned,15,High Value,Jillchester,Paid Ads,2023-02-25,Yearly,SpeakerMaster,Electronics,Speaker,217,2022-10-16,2,1,Author would report month.
284,Henry Harper MD,63,M,Conleymouth,Lao People's Democratic Republic,5537277791084986,"638 Lewis Lake, Dawnville, NH 97598",2022-03-06,2022-06-16,Churned,10,Frequent Shopper,East Kylieton,Paid Ads,2022-10-22,Rarely,PhonePro,Electronics,Phone,-82,2022-03-08,-3,3,Lot official tell candidate national program forward range.
285,Taylor Ward,150,M,Stevetown,Ethiopia,2716790482965644,"2474 Wilkinson Trafficway Suite 810, South Louis, VI 83959",2022-06-07,2023-08-06,Active,8,Frequent Shopper,Skinnerberg,Paid Ads,2023-08-24,Monthly,SpeakerMaster,Electronics,Speaker,525,2023-07-03,-3,2,Trial work cause action clear increase field.
286,Bonnie Martin,41,F,Gailberg,Saint Barthelemy,2224196329260261,"6310 Francis Port, Alexandraside, VI 60631",2023-03-04,2023-04-07,Churned,2,Occasional Shopper,New Angelatown,Organic Search,2023-06-20,Yearly,UltraLaptop,Electronics,Laptop,980,2022-05-11,3,-1,Fight gas sound forget place.
287,Stephen Mullins,0,M,Royburgh,Guadeloupe,5365673111664076,"8467 Hensley Shore, South Brianna, MN 10094",2022-02-20,2022-11-30,Churned,10,Frequent Shopper,Fishertown,Paid Ads,2023-02-06,Yearly,ComfortChair,Furniture,Chair,-100,2022-05-13,8,1,Floor protect kind store.
288,Jordan Jones,-2,F,Port Garrett,Somalia,2279188378845435,"24430 Brian Parkway, West Richard, ME 36073",2022-04-30,2022-09-02,Churned,4,Occasional Shopper,West Andreafort,Organic Search,2023-02-02,Yearly,JacketFits,Clothing,Jacket,-13,2023-05-04,-4,3,Child suffer shoulder who prevent owner keep sell.
289,Christopher Floyd,36,M,New Katherinebury,Hong Kong,2235162927309501,"914 Moore Via, East Christopher, AZ 20283",2022-09-18,2023-04-24,Churned,10,Frequent Shopper,Christopherbury,Organic Search,2023-06-02,Yearly,ComfortSofa,Furniture,Sofa,140,2021-11-08,10,1,No life century fish letter instead find fight.
290,Ricardo Randolph,33,F,Evansshire,Egypt,2228247028833811,"10271 Jessica Bypass, Georgeshire, WI 34216",2023-03-08,2023-06-20,Active,6,Frequent Shopper,Muellerborough,Referral,2023-08-20,Yearly,SnacksBurst,Grocery,Snacks,944,2021-01-30,2,5,Mrs reflect performance mean safe have road.
291,Rose Johnston,150,M,Lake Ann,Palau,2268504585425683,"8476 Natasha Station, South Christy, WI 59750",2023-04-14,2023-08-08,Active,12,High Value,East Christopherburgh,Referral,2023-08-15,Monthly,JacketWear,Clothing,Jacket,88,2022-02-07,-2,-1,Become cut develop send hundred.
292,Andrew Shields,150,M,Port Barry,Dominican Republic,2716187211688342,"37659 House Track Suite 675, New Valeriechester, LA 55349",2022-08-06,2023-02-12,Churned,14,High Value,Washingtonfort,Referral,2023-02-15,Yearly,UltraLaptop,Electronics,Laptop,-83,2022-09-24,3,6,Program answer yourself story out.
293,Sara Ayala,41,F,West Ricardochester,Belarus,2709999016283726,"USS Torres, FPO AA 36390",2023-05-19,2023-06-08,Active,8,Frequent Shopper,New Kennethside,Paid Ads,2023-08-05,Yearly,EducationalGuide,Books,Educational,-4,2021-03-13,-2,-1,Better high stock standard truth.
294,Alexis Swanson,14,M,West Mark,Togo,2256256826090248,"93083 Russell Drive, North Maryview, NC 44549",2022-01-20,2022-10-28,Churned,11,High Value,Armstrongburgh,Organic Search,2023-04-19,Yearly,FictionGuide,Books,Fiction,-46,2021-08-15,2,0,Pick either throw give policy feeling kind.
295,Patrick Gaines,-5,M,Lake Lindsay,Peru,5465342862708412,"317 Duncan Spur Suite 318, Lake Mariahtown, MP 81451",2022-04-28,2022-10-06,Churned,5,Occasional Shopper,Port Amanda,Paid Ads,2023-01-23,Yearly,The Art of Fiction,Books,Fiction,613,2023-03-11,-4,3,Plan agree central prevent admit.
296,William Wilson,2,F,South Megan,Bhutan,2274380874530026,"942 Mcintyre Corners Apt. 591, West Cynthia, FL 21601",2022-02-25,2023-06-27,Active,14,High Value,West Joseph,Paid Ads,2023-07-15,Yearly,ShirtFits,Clothing,Shirt,-100,2021-07-27,7,2,Develop direction put main war near.
297,Tom Cooper DDS,17,M,East Betty,Ukraine,2267594971280488,"USCGC Rogers, FPO AE 97112",2023-07-21,2023-08-22,Active,8,Frequent Shopper,West Michelleborough,Organic Search,2023-08-24,Monthly,FreshVegetables,Grocery,Vegetables,-25,2021-11-16,2,2,Those form world various town.
298,Tiffany Daniels,67,F,Lisahaven,Estonia,2239533416120698,"4012 Humphrey Drive, South Darren, SD 79785",2022-12-10,2023-04-21,Churned,5,Occasional Shopper,West Dawn,Referral,2023-06-20,Yearly,TastyVegetables,Grocery,Vegetables,941,2021-12-03,2,1,Ability finish huge four imagine friend customer.
299,Sean Casey,2,F,Richardview,Eritrea,2262222841320087,"40646 Johnson Inlet Apt. 811, Carterstad, GA 65017",2022-03-17,2023-04-30,Churned,15,High Value,Hannahfurt,Organic Search,2023-05-28,Yearly,PantsFits,Clothing,Pants,91,2021-05-03,2,0,Prevent region rich activity report.
300,Peter Turner,-5,M,West Michael,Argentina,2308281712730945,"521 Alexander Canyon Suite 026, West Pamela, MI 84470",2023-06-13,2023-07-16,Active,6,Frequent Shopper,Pinedaport,Paid Ads,2023-07-30,Yearly,,Furniture,Sofa,-47,2023-02-06,7,4,Success just decision thank spend manager.
301,Marvin Zavala,150,F,Christopherview,Nigeria,5391724870890010,"3690 Jonathan Course, Davidsonmouth, ND 24554",2021-11-16,2021-12-18,Churned,13,High Value,Taylorhaven,Paid Ads,2022-10-07,Rarely,SofaPlus,Furniture,Sofa,41,2020-12-10,-3,0,Guy even during affect.
302,Dwayne Williams,20,M,South Lisa,Lithuania,2228873502469853,"33559 Brian Track Suite 527, Stewartmouth, MN 67453",2022-08-22,2022-11-20,Churned,13,High Value,East Aarontown,Paid Ads,2023-01-04,Yearly,ComfortTable,Furniture,Table,491,2021-10-31,8,0,Trip coach fill western.
303,Jennifer Russell,150,F,South Amandaview,Lithuania,2256040154311982,"63699 Felicia Crescent, North Annetteview, CO 14945",2022-10-13,2023-05-24,Churned,6,Frequent Shopper,Johnsonside,Organic Search,2023-06-06,Yearly,FreshBeverages,Grocery,Beverages,845,2022-12-25,-4,3,Worry see water.
304,Frank Mitchell MD,82,F,West Dennis,British Virgin Islands,2418350918485625,"2956 Stokes Views Apt. 042, South Holly, OR 52709",2022-02-27,2023-07-11,Active,1,Occasional Shopper,Lake Christopher,Referral,2023-08-13,Yearly,ProShirt,Clothing,Shirt,-10,2021-12-28,-4,4,Ten rest already.
305,Lauren Johnson,150,F,Kathryntown,Bahrain,2240416869751499,"09531 Evans Island, East Kristina, DE 42880",2022-04-07,2023-03-16,Churned,14,High Value,Lake Hannahburgh,Paid Ads,2023-05-16,Yearly,LaptopPro,Electronics,Laptop,54,2023-01-17,0,4,Real book drug human up record number.
306,Tiffany Good,85,F,West Andrewmouth,Spain,2569433355828239,"7236 Wagner Inlet Apt. 032, East Anthony, ME 48343",2022-04-28,2022-11-23,Churned,5,Occasional Shopper,Lake Andrewmouth,Paid Ads,2023-04-30,Yearly,ShirtFits,Clothing,Shirt,-43,2022-08-25,5,6,Subject firm example middle.
307,George Williams,87,F,Lake Kim,Slovenia,2583059060095335,"1418 Nelson Creek Apt. 742, Hobbsview, MT 08360",2023-01-15,2023-03-06,Churned,8,Frequent Shopper,Josephburgh,Organic Search,2023-08-22,Yearly,SpeakerPro,Electronics,Speaker,-40,2022-04-06,-1,2,House sport thought police buy probably.
308,Timothy Gibbs,62,F,Birdchester,Turkey,2719927992866774,"Unit 2040 Box 7332, DPO AA 37397",2022-12-06,2023-08-07,Active,15,High Value,South Walter,Referral,2023-08-22,Monthly,ShirtFits,Clothing,Shirt,693,2023-02-10,-3,1,Similar professor president state continue pay former.
309,Robert Maynard,4,F,West Destinyville,Nauru,2231604370384592,"31366 Lisa Walk Apt. 462, West Jeremyfurt, MD 21827",2022-09-21,2023-08-24,Active,6,Frequent Shopper,Toddstad,Referral,2023-08-24,Monthly,ProPants,Clothing,Pants,361,2022-10-13,2,0,General mouth worker tend various board send.
310,Jessica Davis,13,M,Port Joseph,Lebanon,5422404502717708,"104 Bailey Ridges Apt. 608, East Amber, PW 31464",2023-02-01,2023-08-20,Active,1,Occasional Shopper,Bruceton,Organic Search,2023-08-23,Monthly,TastyBeverages,Grocery,Beverages,-18,2022-01-09,-5,4,Minute act board power.
311,Christopher Vasquez,76,M,Danielport,Portugal,2265950605282054,"52126 Annette Park, Heatherborough, OH 79402",2021-12-03,2023-02-13,Churned,3,Occasional Shopper,North Gregorymouth,Paid Ads,2023-06-04,Yearly,SnacksBurst,Grocery,Snacks,-58,2023-02-27,7,6,Part run rise professor standard rather.
312,Jeffrey Allen,150,M,New Geneland,Guernsey,5564325752717692,"Unit 4147 Box 8124, DPO AE 04063",2023-04-22,2023-08-18,Active,4,Occasional Shopper,North Keith,Paid Ads,2023-08-18,Monthly,Non-fictionTales,Books,Non-fiction,-75,2022-01-19,8,0,Age nature morning class direction.
313,Kathryn Forbes,150,F,West Jennifer,Senegal,2565209606888956,"399 Joshua Corner, East Matthew, ND 96409",2023-05-14,2023-06-28,Active,15,High Value,West Joseph,Organic Search,2023-07-04,Yearly,ShirtWear,Clothing,Shirt,-44,2022-12-24,-2,5,Wife physical represent.
314,Rachel Browning,150,F,Lake Tyler,Benin,2251768900114913,"USS Reynolds, FPO AA 53429",2022-09-13,2022-11-30,Churned,13,High Value,South Jameschester,Referral,2023-01-31,Yearly,TableDeluxe,Furniture,Table,-34,2021-02-19,0,5,Measure check able message.
315,Steven Wolf,-5,M,North Jacqueline,British Indian Ocean Territory (Chagos Archipelago),2284639858659152,"0271 Katherine Via Apt. 159, Tuckerfurt, SD 40137",2021-11-13,2022-01-29,Churned,3,Occasional Shopper,Julieport,Organic Search,2023-03-17,Rarely,ChairDeluxe,Furniture,Chair,206,2022-06-14,-2,6,Generation new explain I dark sea friend.
316,Jessica Harrison,32,M,Port Bernardborough,Cambodia,2720933792777838,"831 Wendy Roads Apt. 800, Lake Emma, IA 90407",2022-04-10,2022-05-07,Churned,2,Occasional Shopper,Kendramouth,Referral,2022-08-28,Rarely,LaptopMaster,Electronics,Laptop,627,2020-09-05,3,-1,Short first if red how.
317,Randy Jackson,4,M,Andrewchester,Gambia,5366040321256235,"860 Kenneth Courts, Stacieberg, WA 31240",2023-06-19,2023-06-22,Active,5,Occasional Shopper,Chadland,Referral,2023-07-18,Yearly,LaptopPro,Electronics,Laptop,-99,2020-12-19,9,2,Because future right ask save suffer three group.
318,Amy Gray,5,M,South Charleston,Congo,2426670590901320,"3957 Cook Locks, Port Jason, AK 71417",2022-03-29,2022-07-01,Churned,7,Frequent Shopper,West Johnnyhaven,Referral,2022-08-15,Rarely,SofaDeluxe,Furniture,Sofa,-40,2020-11-06,-1,4,Read talk choose pay also three health.
319,Jennifer Simmons,40,F,Andersenbury,Kuwait,2259870111296463,"60203 Fowler Land Suite 760, New Richard, NC 52307",2022-08-04,2023-04-20,Churned,15,High Value,Port Sonyafort,Paid Ads,2023-04-24,Yearly,SofaDeluxe,Furniture,Sofa,-25,2021-09-04,-3,3,Carry today consider six camera soon structure.
320,Joshua Perez,-4,M,Powellland,Mismatched Country,2714576911110858,"518 Cynthia Curve, New Ashleymouth, RI 94419",2022-09-30,2023-02-13,Churned,4,Occasional Shopper,New Andrea,Organic Search,2023-06-05,Yearly,,Furniture,Table,-75,2022-10-12,2,6,Painting me company analysis.
321,Shawn Potter,150,M,Ericaland,Barbados,2232834025310150,"1513 Taylor Trace Apt. 053, Gomezport, UT 37043",2022-09-30,2023-05-04,Churned,6,Frequent Shopper,Paulbury,Paid Ads,2023-05-14,Yearly,The Art of Educational,Books,Educational,832,2023-03-21,-4,5,Your nation voice research exactly project.
322,Amanda Santana,-5,F,Christensenfort,Martinique,2252759002220723,"852 Charles Rue Apt. 598, East Philip, OR 66781",2022-06-03,2022-08-24,Churned,2,Occasional Shopper,Port Marcusmouth,Referral,2022-08-26,Rarely,The Art of Fiction,Books,Fiction,124,2022-12-12,3,0,Air nor way race main go.
323,Lance Hanna DDS,-3,M,Brownberg,Philippines,5326833767425754,"7663 Larson Cape, Robertsbury, OK 23653",2021-09-15,2022-08-20,Churned,2,Occasional Shopper,North Megan,Organic Search,2022-10-14,Rarely,PantsWear,Clothing,Pants,-84,2022-05-10,10,1,Night success available sell month.
324,Scott Ingram,-2,F,East Aaron,Bouvet Island (Bouvetoya),5114051206818093,"195 Ryan Shoals Suite 378, Port John, ID 09178",2021-12-23,2022-04-28,Churned,15,High Value,New Alexander,Referral,2022-07-04,Rarely,SpeakerMaster,Electronics,Speaker,565,2021-03-03,-4,3,Choose inside eye.
325,Dustin Patton,150,F,Emilyfort,Qatar,2720210283832384,"84246 Williams Prairie Apt. 792, Geneshire, MT 92192",2023-08-12,2023-08-12,Active,7,Frequent Shopper,Bakermouth,Paid Ads,2023-08-24,Monthly,LaptopMaster,Electronics,Laptop,822,2021-09-07,-5,3,Life form away decide which they.
326,Nicholas Johnson,1,M,Johnchester,Saint Barthelemy,2720555968652493,"5162 Johnson Burgs, South Benjaminborough, ME 65050",2023-02-13,2023-04-08,Churned,9,Frequent Shopper,New Nicole,Organic Search,2023-06-24,Yearly,BeveragesBurst,Grocery,Beverages,151,2020-10-12,10,1,American according data.
327,Scott Trujillo DDS,52,M,South Jason,Northern Mariana Islands,2228472877687122,"16814 Andre Stravenue, Josemouth, MN 76411",2022-11-12,2023-06-08,Active,2,Occasional Shopper,Galvanport,Organic Search,2023-07-02,Yearly,ComfortSofa,Furniture,Sofa,-97,2020-10-20,2,3,Blood record through sit.
328,Maureen Jones,-1,M,New Chad,Tajikistan,2243031938497342,"8964 Ashley Stravenue Apt. 425, New Erica, NM 00787",2021-09-14,2023-03-23,Churned,10,Frequent Shopper,Port Robinhaven,Paid Ads,2023-04-23,Yearly,ProShirt,Clothing,Shirt,-13,2023-01-30,5,0,By thank education move lawyer step picture.
329,Jenny Madden,150,M,New Laurie,Barbados,2710595561801032,"25492 Amanda Wells Suite 599, Glassstad, ND 04037",2022-10-26,2023-02-10,Churned,15,High Value,Cruztown,Paid Ads,2023-08-08,Yearly,TableDeluxe,Furniture,Table,944,2022-05-31,-4,0,Child decade gun education.
330,Daisy Williams,5,M,South Jeffreyberg,Congo,2593814301335264,"PSC 2027, Box 9118, APO AE 88311",2021-09-11,2022-03-10,Churned,7,Frequent Shopper,West Claudia,Paid Ads,2022-10-09,Rarely,BeveragesPlus,Grocery,Beverages,789,2023-05-01,0,6,Pass prepare seven election give third.
331,Roger Fisher,2,F,West Lauren,British Virgin Islands,2273957524967632,"8193 Bowen Ferry, Reedfurt, WA 94480",2022-07-15,2023-03-16,Churned,12,High Value,Courtneychester,Organic Search,2023-04-30,Yearly,FictionTales,Books,Fiction,942,2022-11-27,9,-1,Eye hour six animal soldier radio.
332,Rhonda Salazar,150,M,North Ryanport,North Macedonia,5245238247801483,"9404 Osborne Locks Apt. 955, Williamsfurt, WV 01278",2022-09-01,2022-10-08,Churned,7,Frequent Shopper,New Ronald,Referral,2023-04-29,Yearly,ChairDeluxe,Furniture,Chair,734,2021-03-08,9,0,Consider water provide season.
333,Vincent Patton,150,M,Jacobmouth,Greece,2440511359091006,"44979 Casey Views Suite 609, Harperton, NV 18623",2022-01-10,2023-01-24,Churned,8,Frequent Shopper,East Craig,Paid Ads,2023-02-03,Yearly,FreshVegetables,Grocery,Vegetables,9,2021-09-10,-5,0,Kid look resource test important study her.
334,Michael Hopkins,150,M,Griffintown,Costa Rica,5433359640378960,"80178 Nunez Points Apt. 592, Loveside, KS 08175",2023-04-18,2023-08-11,Active,7,Frequent Shopper,Lake Jamesmouth,Paid Ads,2023-08-15,Monthly,BeveragesBurst,Grocery,Beverages,419,2022-05-03,-2,-1,Prove degree wind within learn attorney wife above.
335,Denise Ortiz,-4,F,New Eric,Malaysia,2266019650918910,"45706 Roman Fields Suite 035, Jameston, MS 47395",2023-03-02,2023-08-11,Active,15,High Value,Richardsport,Paid Ads,2023-08-12,Monthly,VegetablesBurst,Grocery,Vegetables,531,2021-07-15,-4,3,Second clear simple weight nor job wonder discussion.
336,Erin Austin,85,M,South Angela,United Arab Emirates,2474915342113695,"1772 Williamson Bridge Apt. 298, Christinechester, AZ 50439",2022-09-10,2023-06-23,Active,5,Occasional Shopper,Smithfort,Organic Search,2023-07-18,Yearly,ProPants,Clothing,Pants,-46,2021-06-03,-1,4,Example mission yet support top pull green try.
337,Paige Morales,22,M,Elizabethport,Gibraltar,2278084612779897,"40087 Jessica Loaf, Susanside, SC 35277",2022-09-26,2023-02-24,Churned,10,Frequent Shopper,East Courtneyton,Paid Ads,2023-08-25,Yearly,JacketFits,Clothing,Jacket,96,2022-09-19,9,5,Its government pull hit number hold.
338,William Lucas,150,F,West Ashley,Martinique,5122875546614451,"261 Amanda Ports Suite 920, Samanthaport, WI 63578",2021-11-30,2023-01-24,Churned,8,Frequent Shopper,Leonburgh,Organic Search,2023-04-05,Yearly,PhonePro,Electronics,Phone,-99,2022-06-01,3,3,Commercial personal food care through.
339,Scott Patterson,-3,M,East Travisshire,Solomon Islands,2330491579988997,"19062 Nicole Plaza, Charlesport, WI 02353",2022-10-16,2023-07-13,Active,12,High Value,Port Hannah,Referral,2023-08-03,Yearly,ComfortChair,Furniture,Chair,585,2021-03-14,-5,0,Task land these prove structure group push law.
340,Jessica Brown,150,F,Elizabethfurt,Cameroon,2224151055002429,"9697 Donald Prairie, West Brett, OK 04276",2023-04-09,2023-08-11,Active,5,Occasional Shopper,Tiffanyland,Referral,2023-08-23,Monthly,,Electronics,Speaker,-58,2021-05-04,5,2,Admit cultural people raise local this.
